superkingdom;phylum;class;order;family;genus;species;;Eau18S;Normalisation (%);Sol18S;Normalisation (%)
ASV_2913;Eukaryota;NA;Dictyochophyceae;Pedinellales;NA;Pseudopedinella;Pseudopedinella elastica;6;;0;
ASV_2915;Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;Hyphodontia crustosa;6;;0;
ASV_2918;Eukaryota;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Korotnevella;Korotnevella pelagolacustris;6;;0;
ASV_2924;Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Mrakia;NA;6;;0;
ASV_2925;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fraudulenta;6;;0;
ASV_2926;Eukaryota;Ciliophora;Spirotrichea;Urostylida;Holostichidae;Neourostylopsis;Neourostylopsis orientalis;6;;0;
ASV_2927;Eukaryota;Apicomplexa;Conoidasida;Eugregarinorida;Stylocephalidae;Stylocephalus;Stylocephalus giganteus;0;;0;
ASV_2929;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;NA;0;;0;
ASV_2931;Eukaryota;NA;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;NA;0;;6;
ASV_2936;Eukaryota;Ascomycota;Eurotiomycetes;Coryneliales;Coryneliaceae;Caliciopsis;Caliciopsis eucalypti;0;;6;
ASV_2939;Eukaryota;NA;Bigyra;Labyrinthulida;Labyrinthulaceae;Labyrinthula;Labyrinthula diatomea;0;;10;
ASV_2942;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea;0;;6;
ASV_2943;Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Sarcotrochila;NA;0;;6;
ASV_2946;Eukaryota;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium;Klebsormidium flaccidum;0;;6;
ASV_2957;Eukaryota;Cnidaria;Anthozoa;Scleralcyonacea;Ellisellidae;Heliania;Heliania racemosa;0;;6;
ASV_2958;Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascodesmidaceae;Eleutherascus;Eleutherascus lectardii;0;;6;
ASV_2960;Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Neochlorosarcina;Neochlorosarcina negevensis;0;;6;
ASV_2965;Eukaryota;Ciliophora;Litostomatea;Haptorida;Dimacrocaryonidae;Dimacrocaryon;Dimacrocaryon amphileptoides;0;;6;
ASV_2967;Eukaryota;NA;Chrysophyceae;Chromulinales;Chrysoamoebidaceae;Chrysamoeba;Chrysamoeba mikrokonta;0;;8;
ASV_2968;Eukaryota;Annelida;Clitellata;Hirudinida;Semiscolecidae;Semiscolex;Semiscolex lamothei;0;;6;
ASV_3045;Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;Helicocephalidaceae;Rhopalomyces;Rhopalomyces elegans;0;;0;
ASV_3046;Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Diatrypella;NA;0;;0;
ASV_3048;Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas proboscata;0;;0;
ASV_3059;Eukaryota;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;NA;0;;0;
ASV_3060;Eukaryota;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium californicum;0;;0;
ASV_3061;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera;Cyberlindnera japonica;0;;0;
ASV_3075;Eukaryota;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Eledona;Eledona agricola;0;;0;
ASV_3077;Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Fimicolochytrium;Fimicolochytrium jonesii;0;;0;
ASV_3078;Eukaryota;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium pallidum;0;;0;
ASV_3088;Eukaryota;NA;Cryptophyceae;Pyrenomonadales;NA;NA;NA;5;;0;
ASV_3089;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Caloneis;Caloneis lewisii;5;;0;
ASV_3090;Eukaryota;NA;Cryptophyceae;Kathablepharidacea;Katablepharidaceae;NA;NA;5;;0;
ASV_3092;Eukaryota;Mollusca;Bivalvia;Venerida;Sphaeriidae;Sphaerium;Sphaerium striatinum;5;;0;
ASV_3095;Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;NA;5;;0;
ASV_3096;Eukaryota;Discosea;Flabellinia;Dactylopodida;Vexilliferidae;Vexillifera;Vexillifera bacillipedes;5;;0;
ASV_3108;Eukaryota;Ciliophora;Oligohymenophorea;Pleuronematida;Cyclidiidae;Cyclidium;Cyclidium glaucoma;0;;5;
ASV_3110;Eukaryota;Cercozoa;NA;NA;Massisteriidae;Massisteria;Massisteria marina;2;;8;
ASV_3112;Eukaryota;Ciliophora;Armophorea;Metopida;Metopidae;Metopus;Metopus minor;0;;5;
ASV_3118;Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Adeleidae;Adelina;Adelina grylli;0;;5;
ASV_3132;Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;NA;NA;0;;5;
ASV_3142;Eukaryota;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis vinacea;0;;5;
ASV_3143;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Marvania;Marvania coccoides;0;;5;
ASV_3212;Eukaryota;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium multirudimentale;0;;0;
ASV_3213;Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae;Rhizopogon;Rhizopogon olivaceotinctus;0;;0;
ASV_3215;Eukaryota;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Xanthidium;Xanthidium armatum;0;;0;
ASV_3217;Eukaryota;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Pteroncola;Pteroncola inane;0;;0;
ASV_3220;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;Lipomyces;Lipomyces mesembrius;0;;0;
ASV_3222;Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Udeniomyces;Udeniomyces pyricola;0;;0;
ASV_3234;Eukaryota;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Plagiodinium;NA;0;;0;
ASV_3235;Eukaryota;Ciliophora;Karyorelictea;Protoheterotrichida;Geleiidae;Parduczia;Parduczia orbis;0;;0;
ASV_3244;Eukaryota;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba eilhardi;4;;0;
ASV_3247;Eukaryota;Cnidaria;Anthozoa;Actiniaria;Stichodactylidae;Heteractis;Heteractis aurora;4;;0;
ASV_3248;Eukaryota;NA;Cryptophyceae;Cyathomonadacea;Goniomonadaceae;Goniomonas;Goniomonas truncata;4;;0;
ASV_3249;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces pseudocandidus;4;;0;
ASV_3251;Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Filipendula;Filipendula ulmaria;4;;0;
ASV_3253;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Neoantrodia;Neoantrodia flavimontis;4;;0;
ASV_3264;Eukaryota;Chordata;Thaliacea;Salpida;Salpidae;Ihlea;Ihlea racovitzai;0;;4;
ASV_3278;Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Mycoemilia;Mycoemilia scoparia;0;;4;
ASV_3279;Eukaryota;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomastigidae;Peregrinia;Peregrinia clavideferens;0;;4;
ASV_3280;Eukaryota;NA;NA;NA;NA;Platysulcus;Platysulcus tardus;0;;4;
ASV_3285;Eukaryota;Streptophyta;Magnoliopsida;Lamiales;Bignoniaceae;Adenocalymma;NA;0;;4;
ASV_3286;Eukaryota;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Candelabrochaete;Candelabrochaete africana;0;;4;
ASV_3292;Eukaryota;Cercozoa;Imbricatea;Euglyphida;Euglyphidae;Euglypha;Euglypha rotunda;0;;4;
ASV_3306;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Carteria;NA;0;;4;
ASV_3309;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Hermanssonia;Hermanssonia centrifuga;0;;4;
ASV_3398;Eukaryota;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius convergens;0;;0;
ASV_3402;Eukaryota;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium pachydermum;0;;0;
ASV_3405;Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;Chroomonas;Chroomonas nordstedtii;0;;0;
ASV_3407;Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia;Babesia bicornis;0;;0;
ASV_3408;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia acuminata;0;;0;
ASV_3409;Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;Nucleocercomonas;Nucleocercomonas praelonga;0;;0;
ASV_3414;Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon;NA;0;;0;
ASV_3415;Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena rostrata;0;;0;
ASV_3416;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora;Spathaspora arborariae;0;;0;
ASV_3419;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Hantzschia;Hantzschia amphioxys;0;;0;
ASV_3423;Eukaryota;Annelida;NA;NA;NA;NA;NA;0;;0;
ASV_3435;Eukaryota;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;Leucosporidium fellii;0;;0;
ASV_3436;Eukaryota;Streptophyta;Pinopsida;Cupressales;Cupressaceae;Thuja;Thuja plicata;0;;0;
ASV_3441;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;Prototheca ciferrii;0;;0;
ASV_3442;Eukaryota;Cryptomycota;NA;NA;NA;Nucleophaga;NA;0;;0;
ASV_3443;Eukaryota;Ciliophora;Prostomatea;Prorodontida;Placidae;Placus;Placus salinus;0;;0;
ASV_3445;Eukaryota;Nematoda;Chromadorea;Rhabditida;Tylenchidae;Aglenchus;Aglenchus agricola;0;;0;
ASV_3449;Eukaryota;Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;NA;NA;0;;0;
ASV_3454;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Kodamaea;Kodamaea suecica;0;;0;
ASV_3458;Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Droseraceae;Dionaea;Dionaea muscipula;0;;0;
ASV_3463;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;Limtongella;Limtongella siamensis;3;;0;
ASV_3464;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Dipodascus;Dipodascus fermentans;3;;0;
ASV_3466;Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Cordieritidaceae;Cordierites;Cordierites guianensis;3;;0;
ASV_3473;Eukaryota;Oomycota;NA;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia parasitica;3;;0;
ASV_3474;Eukaryota;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium sabellae;0;;6;
ASV_3478;Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas bassi;0;;3;
ASV_3496;Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Euphthiracaridae;Rhysotritia;Rhysotritia duplicata;0;;3;
ASV_3509;Eukaryota;Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Jimgerdemannia;Jimgerdemannia lactiflua;0;;3;
ASV_3510;Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Dictyochloropsis;Dictyochloropsis splendida;0;;3;
ASV_3516;Eukaryota;NA;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;Durinskia agilis;0;;3;
ASV_3572;Eukaryota;Ciliophora;Spirotrichea;Euplotida;Uronychiidae;Diophrys;Diophrys oligothrix;0;;0;
ASV_3579;Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas crassicauda;0;;0;
ASV_3580;Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;Pseudocoleodictyospora;Pseudocoleodictyospora tectonae;0;;0;
ASV_3582;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Hannaella;NA;0;;0;
ASV_3585;Eukaryota;NA;Chrysophyceae;NA;NA;NA;NA;0;;0;
ASV_3588;Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium amphidinioides;0;;0;
ASV_3594;Eukaryota;NA;Xanthophyceae;NA;NA;NA;NA;0;;0;
ASV_3597;Eukaryota;Annelida;Clitellata;Lumbriculida;Lumbriculidae;Lumbriculus;Lumbriculus variegatus;0;;0;
ASV_3598;Eukaryota;NA;Xanthophyceae;Tribonematales;Heteropediaceae;Heterococcus;Heterococcus pleurococcoides;0;;2;
ASV_3599;Eukaryota;Chytridiomycota;Chytridiomycetes;Lobulomycetales;Lobulomycetaceae;Lobulomyces;Lobulomyces poculatus;0;;0;
ASV_3602;Eukaryota;Chlorophyta;Trebouxiophyceae;NA;NA;Coccomyxa;Coccomyxa viridis;0;;0;
ASV_3610;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Magnusiomyces;Magnusiomyces magnusii;0;;0;
ASV_3611;Eukaryota;Ascomycota;Sordariomycetes;Coronophorales;Ceratostomataceae;Microthecium;NA;0;;0;
ASV_3615;Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Gehypochthoniidae;Gehypochthonius;Gehypochthonius urticinus;0;;0;
ASV_3628;Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula exalbicans;0;;0;
ASV_3631;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia pusilla;2;;0;
ASV_3632;Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Pseudopediastrum;Pseudopediastrum kawraiskyi;2;;0;
ASV_3634;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Lasionectria;Lasionectria krabiense;0;;2;
ASV_3635;Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Dacrymyces;NA;0;;2;
ASV_3636;Eukaryota;NA;Centroplasthelida;Acanthocystida;Raphidocystidae;Raphidocystis;Raphidocystis ambigua;0;;2;
ASV_3641;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Favolus;Favolus niveus;0;;4;
ASV_3643;Eukaryota;Basidiomycota;Microbotryomycetes;NA;Chrysozymaceae;Oberwinklerozyma;NA;0;;2;
ASV_3648;Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;Eocercomonas;Eocercomonas exploratorii;0;;2;
ASV_3651;Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakortis;Plakortis simplex;0;;2;
ASV_3652;Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila;Podila humilis;0;;2;
ASV_3656;Eukaryota;Chytridiomycota;Chytridiomycetes;Chytridiales;NA;NA;NA;0;;2;
ASV_3662;Eukaryota;Basidiomycota;Agaricomycetes;Boletales;NA;NA;NA;0;;2;
ASV_3667;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Thermomyces;NA;0;;2;
ASV_3669;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia microcephala;0;;2;
ASV_3673;Eukaryota;Basidiomycota;Tremellomycetes;Holtermanniales;NA;Holtermanniella;Holtermanniella takashimae;0;;2;
ASV_3674;Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleaceae;Sphaeroplea;Sphaeroplea annulina;0;;2;
ASV_3677;Eukaryota;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus ranarum;0;;2;
ASV_3680;Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Saccobolus;Saccobolus dilutellus;0;;2;
ASV_3681;Eukaryota;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;Auricularia polytricha;0;;2;
ASV_3685;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Apatococcus;Apatococcus lobatus;0;;2;
