"superkingdom";"phylum";"class";"order";"family";"genus";"species";"CMM.ITS_S86_L001_R1";"Compost.MB.ITS_S85_L001_R1";"Compost.R.ITS_S84_L001_R1";"Eau.GT.ITS_S81_L001_R1";"JusPatate.XT.ITS_S83_L001_R1";"Sol.GT.ITS_S82_L001_R1"
"ASV_2906";"Eukaryota";"Ascomycota";NA;NA;NA;"Dwayaangam";"Dwayaangam colodena";3;0;0;0;0;0
"ASV_2907";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Arthrodermataceae";"Arthroderma";NA;3;0;0;0;0;0
"ASV_2913";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Leptosphaeria";"Leptosphaeria irregularis";3;0;0;0;0;3
"ASV_2914";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";"Paraphoma radicina";3;0;0;0;0;0
"ASV_2916";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Onygenaceae";"Keratinophyton";"Keratinophyton gollerae";3;0;0;0;0;0
"ASV_2917";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Phomatosporaceae";"Phomatospora";"Phomatospora striatigera";3;0;0;0;0;0
"ASV_2918";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Sepedonium";"Sepedonium ampullosporum";3;0;0;0;0;0
"ASV_2920";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Graphiaceae";"Graphium";"Graphium jumulu";3;0;0;0;0;0
"ASV_2924";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Cosmospora";"Cosmospora micropedis";3;0;0;0;0;0
"ASV_2925";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus reticulatus";3;0;0;0;0;0
"ASV_2927";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"Coniochaeta cipronana";3;0;0;0;0;0
"ASV_2929";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Phaeosphaeria";"Phaeosphaeria phoenicicola";3;0;0;0;0;0
"ASV_2930";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Sporocadaceae";"Discosia";NA;3;0;0;0;0;0
"ASV_56";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Collariella";"Collariella hilkhuijsenii";2;2286;0;0;0;5
"ASV_574";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Diversisporales";"Acaulosporaceae";"Acaulospora";"Acaulospora cavernata";2;0;0;224;0;0
"ASV_591";"Eukaryota";"Ascomycota";"Sordariomycetes";"Pisorisporiales";NA;"Brocchiosphaera";"Brocchiosphaera bulbiformis";2;7;0;0;0;203
"ASV_611";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus phialosimplex";2;167;0;0;0;8
"ASV_687";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Yamadazyma";"[Candida] friedrichii";2;0;0;0;105;0
"ASV_795";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces purpureus";2;56;0;0;0;50
"ASV_811";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pyrenochaetopsidaceae";"Pyrenochaetopsis";"Pyrenochaetopsis indica";2;0;0;10;0;109
"ASV_896";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"[Lecythophora] canina";2;71;0;17;0;0
"ASV_1043";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Cucurbitariaceae";"Parafenestella";NA;2;55;0;0;0;4
"ASV_1091";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Wardomyces";"Wardomyces ovalis";2;39;0;0;0;10
"ASV_1269";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Hyaloscypha";"Hyaloscypha finlandica";2;39;0;0;0;20
"ASV_1284";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Rasamsonia";"Rasamsonia brevistipitata";2;27;0;0;0;39
"ASV_1377";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Veronaea";"Veronaea compacta";2;18;0;13;0;0
"ASV_1410";"Eukaryota";"Ascomycota";NA;NA;NA;"Hymenella";"[Hymenula] cerealis";2;31;0;0;0;0
"ASV_1642";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytridiaceae";"Phlyctochytrium";"Phlyctochytrium californicum";2;22;0;0;0;0
"ASV_1774";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Gelatinodiscaceae";"Neobulgaria";"Neobulgaria koningiana";2;0;0;35;0;0
"ASV_1858";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Xylaria";"Xylaria ellisii";2;0;0;16;0;0
"ASV_1876";"Eukaryota";"Ascomycota";"Dothideomycetes";"Phaeotrichales";"Phaeotrichaceae";"Phaeotrichum";"Phaeotrichum benjaminii";2;0;0;0;0;18
"ASV_2127";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Thyridariaceae";"Parathyridaria";"Parathyridaria robiniae";2;4;0;0;0;5
"ASV_2320";"Eukaryota";NA;"Ichthyosporea";"Ichthyophonida";"Amoebidiaceae";"Amoebidium";"Amoebidium parasiticum";2;6;0;0;0;0
"ASV_2410";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Trematosphaeriaceae";"Trematosphaeria";"Trematosphaeria grisea";2;0;0;0;0;5
"ASV_2991";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Metschnikowiaceae";"Metschnikowia";NA;2;0;0;0;3;0
"ASV_3052";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Incrustoporiaceae";"Skeletocutis";"Skeletocutis mopanshanensis";2;0;0;0;0;0
"ASV_3058";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Auriscalpiaceae";"Lentinellus";"Lentinellus sublineolatus";2;0;0;0;0;0
"ASV_3060";"Eukaryota";"Streptophyta";"Magnoliopsida";"Ranunculales";"Berberidaceae";"Berberis";"Berberis integerrima";2;0;0;0;0;0
"ASV_3063";"Eukaryota";"Streptophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Prunus";NA;2;0;0;0;0;0
"ASV_3072";"Eukaryota";"Ascomycota";"Dothideomycetes";"Venturiales";"Sympoventuriaceae";"Scolecobasidium";"Scolecobasidium constrictum";2;0;0;0;0;0
"ASV_3074";"Eukaryota";"Ascomycota";"Dothideomycetes";"Minutisphaerales";"Minutisphaeraceae";"Minutisphaera";"Minutisphaera aspera";2;0;0;0;0;0
"ASV_3075";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"Hebeloma salicicola";2;0;0;0;0;0
"ASV_3078";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";"Pluteus pulcherrimus";2;0;0;0;0;0
"ASV_3080";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";NA;"Xylariaceae sp.";2;0;0;0;0;0
"ASV_3081";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Jobellisiaceae";"Jobellisia";"Jobellisia guangdongensis";2;0;0;0;0;0
"ASV_3083";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Lachnaceae";"Proliferodiscus";"Proliferodiscus ingens";2;0;0;0;0;0
"ASV_3084";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora sessilis";2;2;0;0;0;0
"ASV_3085";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";NA;NA;NA;2;0;0;0;0;0
"ASV_3086";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Microdochiaceae";"Microdochium";"Microdochium trichocladiopsis";2;0;0;0;0;0
"ASV_3088";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Ascosphaeraceae";"Ascosphaera";"Ascosphaera apis";2;0;0;0;0;0
"ASV_3091";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"Hebeloma arcticum";2;0;0;0;0;0
"ASV_3097";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Lasiosphaeria";"Lasiosphaeria similisorbina";2;0;0;0;0;0
"ASV_3098";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces proteolyticus";2;0;0;0;0;0
"ASV_3100";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";NA;NA;2;0;0;0;0;0
"ASV_3103";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala salmonis";2;0;0;0;0;0
"ASV_3110";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Thyridariaceae";"Thyridaria";"Thyridaria broussonetiae";2;0;0;0;0;0
"ASV_325";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyphodiscaceae";"Hyphodiscus";"Hyphodiscus brachyconius";1;178;0;0;0;144
"ASV_421";"Eukaryota";"Mucoromycota";"Umbelopsidomycetes";"Umbelopsidales";"Pygmaeomycetaceae";"Pygmaeomyces";"Pygmaeomyces thomasii";1;352;0;0;0;19
"ASV_464";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Halomycetaceae";"Paludomyces";"Paludomyces mangrovei";1;32;0;201;0;22
"ASV_773";"Eukaryota";"Ascomycota";"Dothideomycetes";"Dothideales";"Saccotheciaceae";"Aureobasidium";"Aureobasidium namibiae";1;36;0;0;53;0
"ASV_1097";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Mycosphaerellaceae";"Septoria";"Septoria protearum";1;2;0;51;0;17
"ASV_2115";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Cyberlindnera";"Cyberlindnera misumaiensis";1;0;0;0;5;5
"ASV_8";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Trichocladium";"Trichocladium crispatum";0;11581;0;0;0;10
"ASV_10";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Sclerotiniaceae";"Botrytis";NA;0;9;0;0;11199;0
"ASV_26";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium madriti";0;0;0;0;0;6256
"ASV_31";"Eukaryota";"Streptophyta";"Magnoliopsida";"Sapindales";"Sapindaceae";"Acer";"Acer pseudoplatanus";0;5205;0;0;0;0
"ASV_34";"Eukaryota";"Streptophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Ipomoea";"Ipomoea trifida";0;0;0;0;5639;0
"ASV_38";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Armillaria";"Armillaria cepistipes";0;0;0;6096;0;0
"ASV_61";"Eukaryota";"Streptophyta";"Magnoliopsida";"Rosales";"Urticaceae";"Urtica";"Urtica cypria";0;0;0;0;0;2141
"ASV_63";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascodesmidaceae";"Eleutherascus";"Eleutherascus lectardii";0;0;0;0;0;5982
"ASV_66";"Eukaryota";"Streptophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Ipomoea";"Ipomoea batatas";0;0;0;0;2567;0
"ASV_73";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Lasiobolidium";"Lasiobolidium orbiculoides";0;0;0;200;0;1992
"ASV_75";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Kurtzmaniella";"[Candida] railenensis";0;0;0;0;2644;0
"ASV_93";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Zoothamniidae";"Zoothamnium";NA;0;0;0;1411;0;0
"ASV_108";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Rhizopodaceae";"Rhizopus";"Rhizopus koreanus";0;0;0;0;1237;0
"ASV_162";"Eukaryota";"Streptophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Ipomoea";"Ipomoea batatas x Ipomoea hederacea";0;0;0;0;1605;0
"ASV_173";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"Leucosporidium escuderoi";0;0;0;725;0;0
"ASV_182";"Eukaryota";"Streptophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Ipomoea";NA;0;0;0;0;2181;0
"ASV_201";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Diversisporales";"Gigasporaceae";NA;NA;0;657;0;0;0;0
"ASV_207";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Botryotrichum";"Botryotrichum atrogriseum";0;0;0;0;0;674
"ASV_217";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Calloriaceae";"Populomyces";"Populomyces zwinianus";0;14;0;586;0;261
"ASV_222";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Hymenostomatida";"Tetrahymenidae";"Tetrahymena";"Tetrahymena sp. BOLD:AAO5061";0;0;0;542;0;0
"ASV_231";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Apiotrichum";"Apiotrichum vadense";0;501;0;0;0;0
"ASV_245";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Podosporaceae";"Cladorrhinum";"Cladorrhinum hyalocarpum";0;0;0;0;0;488
"ASV_250";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Subplenodomus";"Subplenodomus galicola";0;0;0;8;0;444
"ASV_259";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium paneum";0;4;0;50;0;414
"ASV_262";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Pascua";"Pascua guehoae";0;456;0;0;0;8
"ASV_267";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;"Nakazawaea";"Nakazawaea holstii";0;0;0;0;492;0
"ASV_305";"Eukaryota";"Ciliophora";"Spirotrichea";"Stichotrichida";"Amphisiellidae";"Hemiamphisiella";"Hemiamphisiella terricola";0;0;0;0;0;1382
"ASV_317";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;"Babjeviella";"Babjeviella inositovora";0;0;0;503;0;0
"ASV_350";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Trametes";"Trametes ellipsoidea";0;0;0;0;0;295
"ASV_384";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Sugiyamaella";"Sugiyamaella novakii";0;0;0;255;0;0
"ASV_394";"Eukaryota";"Ascomycota";"Leotiomycetes";"Thelebolales";"Thelebolaceae";"Ramgea";"Ramgea ozimecii";0;252;0;0;0;25
"ASV_395";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";NA;NA;0;0;0;250;0;0
"ASV_405";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium multicolor";0;0;0;8;11;222
"ASV_410";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Podosporaceae";"Podospora";"Podospora striatispora";0;0;0;14;0;350
"ASV_412";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Cyberlindnera";"Cyberlindnera suaveolens";0;0;0;0;292;0
"ASV_415";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Trametes";"Trametes versicolor";0;0;0;470;0;0
"ASV_423";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma viride";0;30;0;16;0;185
"ASV_428";"Eukaryota";"Ciliophora";"Spirotrichea";"Sporadotrichida";"Oxytrichidae";"Oxytricha";"Oxytricha longigranulosa";0;96;0;0;0;290
"ASV_453";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium fluviserpens";0;0;0;0;282;0
"ASV_455";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Lobulomycetales";"Lobulomycetaceae";"Clydaea";"Clydaea vesicula";0;139;0;313;0;9
"ASV_461";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";NA;NA;NA;0;0;0;0;0;239
"ASV_468";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Rickenellaceae";"Sidera";"Sidera vesiculosa";0;0;0;0;0;296
"ASV_474";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Sebacinaceae";"Ditangium";"Ditangium altaicum";0;0;0;0;0;573
"ASV_485";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Clitopilus";"Clitopilus baronii";0;385;0;0;0;0
"ASV_496";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Thermoascaceae";"Paecilomyces";"Paecilomyces brunneolus";0;0;0;0;0;236
"ASV_500";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora";"Peniophora simulans";0;0;0;228;0;4
"ASV_504";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Cyberlindnera";NA;0;0;0;0;202;0
"ASV_517";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Parathielavia";"Parathielavia appendiculata";0;0;0;0;0;172
"ASV_523";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Collariella";NA;0;170;0;0;0;0
"ASV_525";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Gryganskiella";"Gryganskiella fimbricystis";0;198;0;0;0;0
"ASV_534";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium austroafricanum";0;0;0;0;165;0
"ASV_536";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Peziza";"Peziza retrocurvatoides";0;47;0;0;0;117
"ASV_538";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Subplenodomus";"Subplenodomus urticae";0;0;0;163;0;0
"ASV_543";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Saccharomyces";NA;0;0;0;161;0;0
"ASV_548";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Meyerozyma";NA;0;0;0;0;222;0
"ASV_556";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma";"Vishniacozyma victoriae";0;79;0;41;63;13
"ASV_570";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bacillicladium";"Bacillicladium lobatum";0;148;0;0;0;0
"ASV_571";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella sp.";0;196;0;0;0;23
"ASV_577";"Eukaryota";"Ciliophora";"Spirotrichea";"Urostylida";"Holostichidae";"Holosticha";"Holosticha diademata";0;0;0;146;0;0
"ASV_579";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Fomitopsidaceae";"Fomitopsis";"Fomitopsis bambusae";0;0;0;145;0;0
"ASV_587";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";"Papiliotrema flavescens";0;0;0;0;141;0
"ASV_606";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Vorticellidae";"Carchesium";"Carchesium polypinum";0;0;0;132;0;0
"ASV_612";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Nigrogranaceae";"Nigrograna";"Nigrograna mycophila";0;131;0;0;0;0
"ASV_616";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"Coleophoma";"Coleophoma parafusiformis";0;123;0;0;0;7
"ASV_620";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";NA;NA;0;0;0;0;0;129
"ASV_633";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";NA;0;30;0;31;119;3
"ASV_634";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Alpinaria";"Alpinaria rhododendri";0;0;0;124;0;0
"ASV_635";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Cunninghamellaceae";"Gongronella";"Gongronella hydei";0;0;0;0;0;133
"ASV_649";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Tricladiaceae";"Tricladium";"Tricladium terrestre";0;104;0;0;0;15
"ASV_652";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Xylodon";"Xylodon crystalliger";0;0;0;118;0;0
"ASV_660";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Evansstolkia";"Evansstolkia leycettana";0;31;0;0;0;84
"ASV_672";"Eukaryota";"Ciliophora";"Oligohymenophorea";NA;NA;NA;NA;0;0;0;112;0;0
"ASV_674";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Mrakiaceae";"Mrakia";NA;0;0;0;79;0;32
"ASV_684";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Rhizomarasmius";"Rhizomarasmius oreinus";0;0;0;109;0;0
"ASV_689";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor circinatus";0;69;0;0;153;3
"ASV_691";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";"Papiliotrema rajasthanensis";0;0;0;0;0;107
"ASV_692";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Dictyosporium";"Dictyosporium stellatum";0;0;0;0;0;107
"ASV_697";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium bovifimosum";0;0;0;0;124;0
"ASV_699";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Basidioradulum";"Basidioradulum tasmanicum";0;0;0;105;0;0
"ASV_701";"Eukaryota";"Ascomycota";"Dothideomycetes";NA;NA;"Leptospora";"Leptospora thailandica";0;104;0;0;0;0
"ASV_708";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Camposporium";"Camposporium multiseptatum";0;102;0;0;0;0
"ASV_719";"Eukaryota";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Pyriculariaceae";"Pyricularia";"Pyricularia penniseticola";0;100;0;0;0;0
"ASV_721";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium incoloratum";0;34;0;0;0;66
"ASV_744";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Entomocorticium";"Entomocorticium cobbii";0;10;0;248;0;0
"ASV_760";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Vuilleminiaceae";"Vuilleminia";"Vuilleminia coryli";0;0;0;93;0;0
"ASV_771";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";NA;NA;0;0;0;0;0;91
"ASV_776";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium nucicola";0;0;0;0;90;0
"ASV_782";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Subulicystidium";"Subulicystidium inornatum";0;0;0;0;0;89
"ASV_783";"Eukaryota";"Basidiomycota";"Agaricomycetes";NA;"Xenasmataceae";"Xenasmatella";"Xenasmatella tenuis";0;0;0;0;0;148
"ASV_789";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Onygenaceae";"Keratinophyton";"Keratinophyton wagneri";0;0;0;0;0;88
"ASV_797";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Amorosiaceae";"Angustimassarina";"Angustimassarina premilcurensis";0;86;0;0;0;0
"ASV_799";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";NA;NA;0;0;0;0;0;170
"ASV_814";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor circinelloides";0;124;0;0;0;30
"ASV_816";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Boeremia";"Boeremia lycopersici";0;82;0;0;0;0
"ASV_822";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Sporidesmiaceae";"Sporidesmium";"Sporidesmium melaleucae";0;2;0;0;0;81
"ASV_832";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Nothophoma";"Nothophoma macrospora";0;0;0;80;0;0
"ASV_837";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Leptodophora";"Leptodophora echinata";0;79;0;0;0;0
"ASV_839";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium malacaense";0;0;0;0;79;0
"ASV_840";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Podosporaceae";"Cladorrhinum";"Cladorrhinum flexuosum";0;20;0;0;0;79
"ASV_847";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Bondarzewiaceae";"Heterobasidion";"Heterobasidion parviporum";0;0;0;78;0;0
"ASV_853";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"Coniochaeta deborreae";0;18;0;0;0;113
"ASV_862";"Eukaryota";NA;"Glaucocystophyceae";NA;NA;NA;NA;0;0;0;232;0;0
"ASV_867";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Valsaceae";"Cytospora";"Cytospora cinnamomea";0;0;0;122;0;0
"ASV_877";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Parasola";"Parasola kuehneri";0;0;0;0;0;136
"ASV_882";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"Orbilia javanica";0;73;0;0;0;0
